rank,average_proportion,num_verbs,sd_proportion
1383,2.0865500980678546e-05,1,
1384,2.0865500980678546e-05,1,
1385,2.0865500980678546e-05,1,
1386,2.0865500980678546e-05,1,
1387,2.0865500980678546e-05,1,
1388,2.0865500980678546e-05,1,
1389,2.0865500980678546e-05,1,
1390,2.0865500980678546e-05,1,
1391,2.0865500980678546e-05,1,
1392,2.0865500980678546e-05,1,
1393,2.0865500980678546e-05,1,
1394,2.0865500980678546e-05,1,
1395,2.0865500980678546e-05,1,
1396,2.0865500980678546e-05,1,
1397,2.0865500980678546e-05,1,
1398,2.0865500980678546e-05,1,
1399,2.0865500980678546e-05,1,
1400,2.0865500980678546e-05,1,
1401,2.0865500980678546e-05,1,
1402,2.0865500980678546e-05,1,
1403,2.0865500980678546e-05,1,
1404,2.0865500980678546e-05,1,
1405,2.0865500980678546e-05,1,
1406,2.0865500980678546e-05,1,
1407,2.0865500980678546e-05,1,
1408,2.0865500980678546e-05,1,
1409,2.0865500980678546e-05,1,
1410,2.0865500980678546e-05,1,
1411,2.0865500980678546e-05,1,
1412,2.0865500980678546e-05,1,
1413,2.0865500980678546e-05,1,
1414,2.0865500980678546e-05,1,
1415,2.0865500980678546e-05,1,
1416,2.0865500980678546e-05,1,
1417,2.0865500980678546e-05,1,
1418,2.0865500980678546e-05,1,
1419,2.0865500980678546e-05,1,
1420,2.0865500980678546e-05,1,
1421,2.0865500980678546e-05,1,
1422,2.0865500980678546e-05,1,
1423,2.0865500980678546e-05,1,
1424,2.0865500980678546e-05,1,
1425,2.0865500980678546e-05,1,
1426,2.0865500980678546e-05,1,
1427,2.0865500980678546e-05,1,
1428,2.0865500980678546e-05,1,
1429,2.0865500980678546e-05,1,
1430,2.0865500980678546e-05,1,
1431,2.0865500980678546e-05,1,
1432,2.0865500980678546e-05,1,
1433,2.0865500980678546e-05,1,
1434,2.0865500980678546e-05,1,
1435,2.0865500980678546e-05,1,
1436,2.0865500980678546e-05,1,
1437,2.0865500980678546e-05,1,
1438,2.0865500980678546e-05,1,
1439,2.0865500980678546e-05,1,
1440,2.0865500980678546e-05,1,
1441,2.0865500980678546e-05,1,
1442,2.0865500980678546e-05,1,
1443,2.0865500980678546e-05,1,
1444,2.0865500980678546e-05,1,
1445,2.0865500980678546e-05,1,
1446,2.0865500980678546e-05,1,
1447,2.0865500980678546e-05,1,
1448,2.0865500980678546e-05,1,
1449,2.0865500980678546e-05,1,
1450,2.0865500980678546e-05,1,
1451,2.0865500980678546e-05,1,
1452,2.0865500980678546e-05,1,
1453,2.0865500980678546e-05,1,
1454,2.0865500980678546e-05,1,
1455,2.0865500980678546e-05,1,
1456,2.0865500980678546e-05,1,
1457,2.0865500980678546e-05,1,
1458,2.0865500980678546e-05,1,
1459,2.0865500980678546e-05,1,
1460,2.0865500980678546e-05,1,
1461,2.0865500980678546e-05,1,
1462,2.0865500980678546e-05,1,
1463,2.0865500980678546e-05,1,
1464,2.0865500980678546e-05,1,
1465,2.0865500980678546e-05,1,
1466,2.0865500980678546e-05,1,
1467,2.0865500980678546e-05,1,
1468,2.0865500980678546e-05,1,
1469,2.0865500980678546e-05,1,
1470,2.0865500980678546e-05,1,
1471,2.0865500980678546e-05,1,
1472,2.0865500980678546e-05,1,
1473,2.0865500980678546e-05,1,
1474,2.0865500980678546e-05,1,
1475,2.0865500980678546e-05,1,
1476,2.0865500980678546e-05,1,
1477,2.0865500980678546e-05,1,
1478,2.0865500980678546e-05,1,
1479,2.0865500980678546e-05,1,
1480,2.0865500980678546e-05,1,
1481,2.0865500980678546e-05,1,
1482,2.0865500980678546e-05,1,
1483,2.0865500980678546e-05,1,
1484,2.0865500980678546e-05,1,
1485,2.0865500980678546e-05,1,
1486,2.0865500980678546e-05,1,
1487,2.0865500980678546e-05,1,
1488,2.0865500980678546e-05,1,
1489,2.0865500980678546e-05,1,
1490,2.0865500980678546e-05,1,
1491,2.0865500980678546e-05,1,
1492,2.0865500980678546e-05,1,
1493,2.0865500980678546e-05,1,
1494,2.0865500980678546e-05,1,
1495,2.0865500980678546e-05,1,
1496,2.0865500980678546e-05,1,
1497,2.0865500980678546e-05,1,
1498,2.0865500980678546e-05,1,
1499,2.0865500980678546e-05,1,
1500,2.0865500980678546e-05,1,
1501,2.0865500980678546e-05,1,
1502,2.0865500980678546e-05,1,
1503,2.0865500980678546e-05,1,
1504,2.0865500980678546e-05,1,
1505,2.0865500980678546e-05,1,
1506,2.0865500980678546e-05,1,
1507,2.0865500980678546e-05,1,
1508,2.0865500980678546e-05,1,
1509,2.0865500980678546e-05,1,
1510,2.0865500980678546e-05,1,
1511,2.0865500980678546e-05,1,
1512,2.0865500980678546e-05,1,
1513,2.0865500980678546e-05,1,
1514,2.0865500980678546e-05,1,
1515,2.0865500980678546e-05,1,
1516,2.0865500980678546e-05,1,
1517,2.0865500980678546e-05,1,
1518,2.0865500980678546e-05,1,
1519,2.0865500980678546e-05,1,
1520,2.0865500980678546e-05,1,
1521,2.0865500980678546e-05,1,
1522,2.0865500980678546e-05,1,
1523,2.0865500980678546e-05,1,
1524,2.0865500980678546e-05,1,
1525,2.0865500980678546e-05,1,
1526,2.0865500980678546e-05,1,
1527,2.0865500980678546e-05,1,
1528,2.0865500980678546e-05,1,
1529,2.0865500980678546e-05,1,
1530,2.0865500980678546e-05,1,
1531,2.0865500980678546e-05,1,
1532,2.0865500980678546e-05,1,
1533,2.0865500980678546e-05,1,
1534,2.0865500980678546e-05,1,
1535,2.0865500980678546e-05,1,
1536,2.0865500980678546e-05,1,
1537,2.0865500980678546e-05,1,
1538,2.0865500980678546e-05,1,
1539,2.0865500980678546e-05,1,
1540,2.0865500980678546e-05,1,
1541,2.0865500980678546e-05,1,
1542,2.0865500980678546e-05,1,
1543,2.0865500980678546e-05,1,
1544,2.0865500980678546e-05,1,
1545,2.0865500980678546e-05,1,
1546,2.0865500980678546e-05,1,
1547,2.0865500980678546e-05,1,
1548,2.0865500980678546e-05,1,
1549,2.0865500980678546e-05,1,
1550,2.0865500980678546e-05,1,
1551,2.0865500980678546e-05,1,
1552,2.0865500980678546e-05,1,
1553,2.0865500980678546e-05,1,
1554,2.0865500980678546e-05,1,
1555,2.0865500980678546e-05,1,
1556,2.0865500980678546e-05,1,
1557,2.0865500980678546e-05,1,
1558,2.0865500980678546e-05,1,
1559,2.0865500980678546e-05,1,
1560,2.0865500980678546e-05,1,
1561,2.0865500980678546e-05,1,
1562,2.0865500980678546e-05,1,
1563,2.0865500980678546e-05,1,
1564,2.0865500980678546e-05,1,
1565,2.0865500980678546e-05,1,
1566,2.0865500980678546e-05,1,
1567,2.0865500980678546e-05,1,
1568,2.0865500980678546e-05,1,
1569,2.0865500980678546e-05,1,
1570,2.0865500980678546e-05,1,
1571,2.0865500980678546e-05,1,
1572,2.0865500980678546e-05,1,
1573,2.0865500980678546e-05,1,
1574,2.0865500980678546e-05,1,
1575,2.0865500980678546e-05,1,
1576,2.0865500980678546e-05,1,
1577,2.0865500980678546e-05,1,
1578,2.0865500980678546e-05,1,
1579,2.0865500980678546e-05,1,
1580,2.0865500980678546e-05,1,
1581,2.0865500980678546e-05,1,
1582,2.0865500980678546e-05,1,
1583,2.0865500980678546e-05,1,
1584,2.0865500980678546e-05,1,
1585,2.0865500980678546e-05,1,
1586,2.0865500980678546e-05,1,
1587,2.0865500980678546e-05,1,
1588,2.0865500980678546e-05,1,
1589,2.0865500980678546e-05,1,
1590,2.0865500980678546e-05,1,
1591,2.0865500980678546e-05,1,
1592,2.0865500980678546e-05,1,
1593,2.0865500980678546e-05,1,
1594,2.0865500980678546e-05,1,
1595,2.0865500980678546e-05,1,
1596,2.0865500980678546e-05,1,
1597,2.0865500980678546e-05,1,
1598,2.0865500980678546e-05,1,
1599,2.0865500980678546e-05,1,
1600,2.0865500980678546e-05,1,
1601,2.0865500980678546e-05,1,
1602,2.0865500980678546e-05,1,
1603,2.0865500980678546e-05,1,
1604,2.0865500980678546e-05,1,
1605,2.0865500980678546e-05,1,
1606,2.0865500980678546e-05,1,
1607,2.0865500980678546e-05,1,
1608,2.0865500980678546e-05,1,
1609,2.0865500980678546e-05,1,
1610,2.0865500980678546e-05,1,
1611,2.0865500980678546e-05,1,
1612,2.0865500980678546e-05,1,
1613,2.0865500980678546e-05,1,
1614,2.0865500980678546e-05,1,
1615,2.0865500980678546e-05,1,
1616,2.0865500980678546e-05,1,
1617,2.0865500980678546e-05,1,
1618,2.0865500980678546e-05,1,
1619,2.0865500980678546e-05,1,
1620,2.0865500980678546e-05,1,
1621,2.0865500980678546e-05,1,
1622,2.0865500980678546e-05,1,
1623,2.0865500980678546e-05,1,
1624,2.0865500980678546e-05,1,
1625,2.0865500980678546e-05,1,
1626,2.0865500980678546e-05,1,
1627,2.0865500980678546e-05,1,
1628,2.0865500980678546e-05,1,
1629,2.0865500980678546e-05,1,
1630,2.0865500980678546e-05,1,
1631,2.0865500980678546e-05,1,
1632,2.0865500980678546e-05,1,
1633,2.0865500980678546e-05,1,
1634,2.0865500980678546e-05,1,
1635,2.0865500980678546e-05,1,
1636,2.0865500980678546e-05,1,
1637,2.0865500980678546e-05,1,
1638,2.0865500980678546e-05,1,
1639,2.0865500980678546e-05,1,
1640,2.0865500980678546e-05,1,
1641,2.0865500980678546e-05,1,
1642,2.0865500980678546e-05,1,
1643,2.0865500980678546e-05,1,
1644,2.0865500980678546e-05,1,
1645,2.0865500980678546e-05,1,
1646,2.0865500980678546e-05,1,
1647,2.0865500980678546e-05,1,
1648,2.0865500980678546e-05,1,
1649,2.0865500980678546e-05,1,
1650,2.0865500980678546e-05,1,
1651,2.0865500980678546e-05,1,
1652,2.0865500980678546e-05,1,
1653,2.0865500980678546e-05,1,
1654,2.0865500980678546e-05,1,
1655,2.0865500980678546e-05,1,
1656,2.0865500980678546e-05,1,
1657,2.0865500980678546e-05,1,
1658,2.0865500980678546e-05,1,
1659,2.0865500980678546e-05,1,
1660,2.0865500980678546e-05,1,
1661,2.0865500980678546e-05,1,
1662,2.0865500980678546e-05,1,
1663,2.0865500980678546e-05,1,
1664,2.0865500980678546e-05,1,
1665,2.0865500980678546e-05,1,
1666,2.0865500980678546e-05,1,
1667,2.0865500980678546e-05,1,
1668,2.0865500980678546e-05,1,
1669,2.0865500980678546e-05,1,
1670,2.0865500980678546e-05,1,
1671,2.0865500980678546e-05,1,
1672,2.0865500980678546e-05,1,
1673,2.0865500980678546e-05,1,
1674,2.0865500980678546e-05,1,
1675,2.0865500980678546e-05,1,
1676,2.0865500980678546e-05,1,
1677,2.0865500980678546e-05,1,
1678,2.0865500980678546e-05,1,
1679,2.0865500980678546e-05,1,
1680,2.0865500980678546e-05,1,
1681,2.0865500980678546e-05,1,
1682,2.0865500980678546e-05,1,
1683,2.0865500980678546e-05,1,
1684,2.0865500980678546e-05,1,
1685,2.0865500980678546e-05,1,
1686,2.0865500980678546e-05,1,
1687,2.0865500980678546e-05,1,
1688,2.0865500980678546e-05,1,
1689,2.0865500980678546e-05,1,
1690,2.0865500980678546e-05,1,
1691,2.0865500980678546e-05,1,
1692,2.0865500980678546e-05,1,
1693,2.0865500980678546e-05,1,
1694,2.0865500980678546e-05,1,
1695,2.0865500980678546e-05,1,
1696,2.0865500980678546e-05,1,
1697,2.0865500980678546e-05,1,
1698,2.0865500980678546e-05,1,
1699,2.0865500980678546e-05,1,
1700,2.0865500980678546e-05,1,
1701,2.0865500980678546e-05,1,
1702,2.0865500980678546e-05,1,
1703,2.0865500980678546e-05,1,
1704,2.0865500980678546e-05,1,
1705,2.0865500980678546e-05,1,
1706,2.0865500980678546e-05,1,
1707,2.0865500980678546e-05,1,
1708,2.0865500980678546e-05,1,
1709,2.0865500980678546e-05,1,
1710,2.0865500980678546e-05,1,
1711,2.0865500980678546e-05,1,
1712,2.0865500980678546e-05,1,
1713,2.0865500980678546e-05,1,
1714,2.0865500980678546e-05,1,
1715,2.0865500980678546e-05,1,
1716,2.0865500980678546e-05,1,
1717,2.0865500980678546e-05,1,
1718,2.0865500980678546e-05,1,
1719,2.0865500980678546e-05,1,
1720,2.0865500980678546e-05,1,
1721,2.0865500980678546e-05,1,
1722,2.0865500980678546e-05,1,
1723,2.0865500980678546e-05,1,
1724,2.0865500980678546e-05,1,
1725,2.0865500980678546e-05,1,
1726,2.0865500980678546e-05,1,
1727,2.0865500980678546e-05,1,
1728,2.0865500980678546e-05,1,
1729,2.0865500980678546e-05,1,
1730,2.0865500980678546e-05,1,
1731,2.0865500980678546e-05,1,
1732,2.0865500980678546e-05,1,
1733,2.0865500980678546e-05,1,
1734,2.0865500980678546e-05,1,
1735,2.0865500980678546e-05,1,
1736,2.0865500980678546e-05,1,
1737,2.0865500980678546e-05,1,
1738,2.0865500980678546e-05,1,
1739,2.0865500980678546e-05,1,
1740,2.0865500980678546e-05,1,
1741,2.0865500980678546e-05,1,
1742,2.0865500980678546e-05,1,
1743,2.0865500980678546e-05,1,
1744,2.0865500980678546e-05,1,
1745,2.0865500980678546e-05,1,
1746,2.0865500980678546e-05,1,
1747,2.0865500980678546e-05,1,
1748,2.0865500980678546e-05,1,
1749,2.0865500980678546e-05,1,
1750,2.0865500980678546e-05,1,
1751,2.0865500980678546e-05,1,
1752,2.0865500980678546e-05,1,
1753,2.0865500980678546e-05,1,
1754,2.0865500980678546e-05,1,
1755,2.0865500980678546e-05,1,
1756,2.0865500980678546e-05,1,
1757,2.0865500980678546e-05,1,
1758,2.0865500980678546e-05,1,
1759,2.0865500980678546e-05,1,
1760,2.0865500980678546e-05,1,
1761,2.0865500980678546e-05,1,
1762,2.0865500980678546e-05,1,
1763,2.0865500980678546e-05,1,
1764,2.0865500980678546e-05,1,
1765,2.0865500980678546e-05,1,
1766,2.0865500980678546e-05,1,
1767,2.0865500980678546e-05,1,
1768,2.0865500980678546e-05,1,
1769,2.0865500980678546e-05,1,
1770,2.0865500980678546e-05,1,
1771,2.0865500980678546e-05,1,
1772,2.0865500980678546e-05,1,
1773,2.0865500980678546e-05,1,
1774,2.0865500980678546e-05,1,
1775,2.0865500980678546e-05,1,
1776,2.0865500980678546e-05,1,
1777,2.0865500980678546e-05,1,
1778,2.0865500980678546e-05,1,
1779,2.0865500980678546e-05,1,
1780,2.0865500980678546e-05,1,
1781,2.0865500980678546e-05,1,
1782,2.0865500980678546e-05,1,
1783,2.0865500980678546e-05,1,
1784,2.0865500980678546e-05,1,
1785,2.0865500980678546e-05,1,
1786,2.0865500980678546e-05,1,
1787,2.0865500980678546e-05,1,
1788,2.0865500980678546e-05,1,
1789,2.0865500980678546e-05,1,
1790,2.0865500980678546e-05,1,
1791,2.0865500980678546e-05,1,
1792,2.0865500980678546e-05,1,
1793,2.0865500980678546e-05,1,
1794,2.0865500980678546e-05,1,
1795,2.0865500980678546e-05,1,
1796,2.0865500980678546e-05,1,
1797,2.0865500980678546e-05,1,
1798,2.0865500980678546e-05,1,
1799,2.0865500980678546e-05,1,
1800,2.0865500980678546e-05,1,
1801,2.0865500980678546e-05,1,
1802,2.0865500980678546e-05,1,
1803,2.0865500980678546e-05,1,
1804,2.0865500980678546e-05,1,
1805,2.0865500980678546e-05,1,
1806,2.0865500980678546e-05,1,
1807,2.0865500980678546e-05,1,
1808,2.0865500980678546e-05,1,
1809,2.0865500980678546e-05,1,
1810,2.0865500980678546e-05,1,
1811,2.0865500980678546e-05,1,
1812,2.0865500980678546e-05,1,
1813,2.0865500980678546e-05,1,
1814,2.0865500980678546e-05,1,
1815,2.0865500980678546e-05,1,
